,source_sentence,target_sentence,similarity,baseline,similarity,proposal,similarity
129," [CLS] a young boy with close - crop ##ped hair , wearing a red robe , is holding a black kettle as someone is about to pour something in it . [SEP]", a small boy is holding a kettle that will soon be filled [SEP],0.7654622197151184, a young boy is wearing a red . [SEP],0.6827028393745422, a boy boy is a a . [SEP],0.49063798785209656
130, [CLS] a little boy with a blue bike helmet and a woman in a green bike helmet are riding bikes down a street with other various bike riders . [SEP], a group of people ride bikes together down a street . [SEP],0.8163544535636902, a boy is riding a bike . [SEP],0.818871796131134, a boy is riding a bike . [SEP],0.818871796131134
131, [CLS] two women ' s volleyball teams are competing against each other on a salmon - colored and turquoise court while a referee in black watches . [SEP], volleyball match is in progress between ladies [SEP],0.6142152547836304, two women are competing . [SEP],0.6692245006561279, two women are playing a game . [SEP],0.776436984539032
132, [CLS] a man is playing the saxophone in the street and some people are sitting on the curb next to the street by him . [SEP], a man is playing an instrument on the street near other people . [SEP],0.9211353659629822, a man is playing the street . [SEP],0.8276329040527344, a man is playing the street . [SEP],0.8276329040527344
133, [CLS] young boys in green and blue jerseys kick around a soccer ball while other soccer games take place in the background . [SEP], young boys kicking around a soccer ball . [SEP],0.8057693243026733, the boys are playing soccer . [SEP],0.7246009111404419, the boys are playing soccer . [SEP],0.7246009111404419
134, [CLS] a man in a one piece tunic is riding a bike in front of a sandstone wall while touching his nose . [SEP], the man is riding a bike . [SEP],0.8221088647842407, a man is riding a bike . [SEP],0.8288813829421997, a man is riding a bike . [SEP],0.8288813829421997
135, [CLS] two woman wearing dresses are standing outside on the grass while one of them is holding a cup and sauce ##r . [SEP], two people are standing on the grass . [SEP],0.7978000044822693, two women are outside . [SEP],0.725679874420166, two women are standing outside . [SEP],0.794309675693512
136, [CLS] a man in an apron smiles as he poke ##s a fry ##ing don ##ut with a little metal stick . [SEP], the man is cooking food . [SEP],0.7083984613418579, a man is a a . [SEP],0.5192689895629883, a man is a an apron . [SEP],0.6171291470527649
137, [CLS] four men playing drums in very orange lighting while one of them is also drinking something out of a bottle . [SEP], the men are musicians [SEP],0.5609481334686279, four men are playing drums . [SEP],0.8135146498680115, four men are playing music . [SEP],0.7885856032371521
138, [CLS] four men playing drums in very orange lighting while one of them is also drinking something out of a bottle . [SEP], four men play drums [SEP],0.6063219308853149, four men are playing drums . [SEP],0.8135146498680115, four men are playing music . [SEP],0.7885856032371521
139, [CLS] a young man in a heavy brown winter coat stands in front of a blue railing with his arms spread . [SEP], the man spreads his arms while standing in front of a railing . [SEP],0.7659150958061218, a man is standing in a coat . [SEP],0.8047661185264587, a man is standing a coat coat . [SEP],0.744645893573761
140, [CLS] a black man wearing a down jacket with his arms spread and holding a pink comb . [SEP], a man was wearing a jacket while holding a comb . [SEP],0.8372633457183838, a man is wearing a . [SEP],0.6865320801734924, a man is wearing a jacket . [SEP],0.7723880410194397
141, [CLS] everyone on the street in the city seem to be busy doing their own thing . [SEP], people are conducting business in the city . [SEP],0.6690419316291809, there are people in the street . [SEP],0.761784017086029, there are people on the street . [SEP],0.7619205117225647
142, [CLS] a woman in tennis clothes running to hit a ball with her tennis rack ##et . [SEP], a woman plays tennis . [SEP],0.6995775699615479, a woman is playing tennis . [SEP],0.7508743405342102, a woman is playing tennis . [SEP],0.7508743405342102
143, [CLS] a woman leans over a small fence to take a picture of a yellow flower . [SEP], a woman is taking pictures [SEP],0.7488185167312622, a woman leans over a fence . [SEP],0.8614107966423035, a woman is near a fence . [SEP],0.8327764868736267
144," [CLS] people are riding bicycles in the street , and they are all wearing helmets . [SEP]", a group of bi ##cy ##cl ##ists are on a street outside [SEP],0.761452317237854, people are riding bikes . [SEP],0.7317425012588501, people are riding bikes . [SEP],0.7317425012588501
145, [CLS] a man wearing a red vest is walking past a black and green fence . [SEP], a man is wearing a vest . [SEP],0.7884758114814758, a man is walking . [SEP],0.7233496904373169, a man is wearing a red . [SEP],0.7795003652572632
146, [CLS] a standing man talks to a seated woman while on some sort of vehicle . [SEP], two people are talking . [SEP],0.6762943863868713, a man is talking to a woman . [SEP],0.8474962115287781, a man is talking to a woman . [SEP],0.8474962115287781
147, [CLS] four people and a baby are crossing the street at a cross ##walk . [SEP], people and a baby crossing the street . [SEP],0.8267614245414734, four people are crossing the street . [SEP],0.8459290862083435, four people are crossing the street . [SEP],0.8459290862083435
148, [CLS] these girls are having a great time looking for seas ##hell ##s . [SEP], the girls are happy . [SEP],0.7541782855987549, girls are looking at . [SEP],0.6348499059677124, girls are looking at a . [SEP],0.6864145398139954
149, [CLS] these girls are having a great time looking for seas ##hell ##s . [SEP], the girls are outside . [SEP],0.7021268606185913, girls are looking at . [SEP],0.6348499059677124, girls are looking at a . [SEP],0.6864145398139954
150, [CLS] a man in a brown jacket stands with his arms spread . [SEP], the man is upright . [SEP],0.6053451895713806, a man is wearing a jacket . [SEP],0.7758032083511353, a man is wearing a jacket . [SEP],0.7758032083511353
151, [CLS] a woman in a black shirt looking at a bicycle . [SEP], a woman sees a bicycle . [SEP],0.7707930207252502, a woman is a a bike . [SEP],0.6836971640586853, a woman is looking at a bicycle . [SEP],0.8515000939369202
152, [CLS] a guy and a girl look down a mountain range . [SEP], the people look at the mountains . [SEP],0.7838504314422607, a guy and a girl are looking at a mountain . [SEP],0.9140720963478088, a guy and girl are looking at a mountain . [SEP],0.9111908078193665
153, [CLS] a boy hits a tennis ball on a court . [SEP], a boy is hitting a ball . [SEP],0.8841502070426941, a boy is playing tennis . [SEP],0.8088471293449402, a boy is playing tennis . [SEP],0.8088471293449402
154, [CLS] a golden retrieve ##r nurses pup ##pies . [SEP], pup ##pies next to their mother [SEP],0.5689423680305481, a dog is pup ##pies . [SEP],0.6847622394561768, a dog is a . [SEP],0.5446808934211731
155, [CLS] several women are playing volleyball . [SEP], they women are hitting a ball with their arms [SEP],0.7586520910263062, women are playing volleyball . [SEP],0.8062067031860352, women are playing volleyball . [SEP],0.8062067031860352
156, [CLS] several women are playing volleyball . [SEP], this does n ' t look like soccer [SEP],0.5065969228744507, women are playing volleyball . [SEP],0.8062067031860352, women are playing volleyball . [SEP],0.8062067031860352
157, [CLS] several women are playing volleyball . [SEP], a bunch of women are playing volleyball [SEP],0.8588942885398865, women are playing volleyball . [SEP],0.8062067031860352, women are playing volleyball . [SEP],0.8062067031860352
158, [CLS] a middle eastern marketplace . [SEP], a middle east ##en store . [SEP],0.7942530512809753, a marketplace marketplace . [SEP],0.7019767761230469, a marketplace marketplace . [SEP],0.7019767761230469
159, [CLS] a middle eastern marketplace . [SEP], a foreign store . [SEP],0.719750702381134, a marketplace marketplace . [SEP],0.7019767761230469, a marketplace marketplace . [SEP],0.7019767761230469
160," [CLS] a woman in a black outfit lies face first on a yoga mat ; several paintings are hanged on the wall , and the sun shine ##s through a large window near her . [SEP]", there is a person in a room . [SEP],0.6726480722427368, a woman is lying on a mat . [SEP],0.8262450695037842, a woman is on a [SEP],0.6986814141273499
161," [CLS] a bearded man jumps in the snow with the ocean in the background and an orange , rec ##umb ##ent bike parked near a road sign . [SEP]", a human jumping . [SEP],0.6264761090278625, a man is in the snow . [SEP],0.7654650807380676, a man is outside . [SEP],0.6517581939697266
162, [CLS] a young girl in a yellow top and a flower ##ed skirt is standing on a blanket and biting on a toy . [SEP], a girl is standing . [SEP],0.6483341455459595, a girl is on a blanket . [SEP],0.7949151396751404, a girl is on a blanket . [SEP],0.7949151396751404
163," [CLS] two roadside workers with lime green safety jackets , white hard hats and gloves on with construction cones in the background [SEP]", two men are wearing lime green jackets . [SEP],0.7897878289222717, two workers are wearing safety gear . [SEP],0.7212710976600647, two workers are wearing safety gear . [SEP],0.7212710976600647
164, [CLS] a climb ##er wearing a red head ##band is pulling himself up some gray rocks high above some green foliage . [SEP], a climb ##er pulls himself up some rocks [SEP],0.8007560968399048, a climb ##er is a a . [SEP],0.5788595080375671, a climb ##er is climbing . [SEP],0.659180223941803
165, [CLS] a blond woman speaks with a group of young dark - haired female students carrying pieces of paper . [SEP], a woman speaks to other women . [SEP],0.6206385493278503, a woman is a a . [SEP],0.5307639837265015, a woman is speaking with a woman . [SEP],0.7091166377067566
166, [CLS] a blond woman speaks with a group of young dark - haired female students carrying pieces of paper . [SEP], a blond speaks with a group of young dark - haired woman students carrying pieces of paper . [SEP],0.9672145843505859, a woman is a a . [SEP],0.5307639837265015, a woman is speaking with a woman . [SEP],0.7091166377067566
167, [CLS] a young man war ##ing black and carrying a skate ##board looks at an outdoor skate ##board park . [SEP], a guy with a skate ##board is looking at a park to skate ##board . [SEP],0.895639955997467, a man is skate ##boarding . [SEP],0.7870905995368958, a man is at a skate park . [SEP],0.852870523929596
168," [CLS] a group of four children pose on a muddy beach , smiling and making faces . [SEP]", four kids pose on a beach . [SEP],0.8818884491920471, four children are on a beach . [SEP],0.8988394737243652, a group of children are posing on the beach . [SEP],0.9122536182403564
169, [CLS] a man with a red head ##band climbing a rock cliff looming over greene ##ry . [SEP], a man is outdoors . [SEP],0.6348127722740173, a man is a a rock . [SEP],0.6262995004653931, a man is climbing a cliff . [SEP],0.8309934735298157
